"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NODE_17_length_6508_cov_2.965978_1",0.179697666443491,-1.00096209501375,4.0804728567969,-0.245305416833355,0.806219957840537,NA
"NODE_17_length_6508_cov_2.965978_2",4.80279250222042,-3.82184750850989,1.43944161647053,-2.65509032445577,0.007928717525329,0.0557325180795024
"NODE_17_length_6508_cov_2.965978_3",0,NA,NA,NA,NA,NA
"NODE_17_length_6508_cov_2.965978_4",0,NA,NA,NA,NA,NA
"NODE_18_length_6485_cov_1.284020_1",0.996593582202925,-3.45931207526455,2.46919145530056,-1.40098981301694,0.161217119401548,NA
"NODE_18_length_6485_cov_1.284020_2",0.350531088142226,1.93765065478845,4.02974898118647,0.480836564221416,0.630632660931601,NA
"NODE_18_length_6485_cov_1.284020_3",0.305149533746902,1.73493882248138,4.047225591398,0.428673614381374,0.66816076508666,NA
"NODE_18_length_6485_cov_1.284020_4",65.5344810701915,-0.298191508871308,0.291229126900982,-1.02390688748895,0.305879256750785,0.633576197470673
"NODE_18_length_6485_cov_1.284020_5",7.45879137776773,-0.391878299049655,0.850906098239075,-0.460542355802403,0.645126976613259,0.86050636523478
"NODE_18_length_6485_cov_1.284020_6",0.358917990293272,1.93343108855945,4.02868655131565,0.479915988482164,0.631287131891587,NA
"NODE_18_length_6485_cov_1.284020_7",0,NA,NA,NA,NA,NA
"NODE_19_length_6440_cov_0.938865_1",0,NA,NA,NA,NA,NA
"NODE_19_length_6440_cov_0.938865_2",0.157041540641324,-1.01431326555559,4.0804728567969,-0.248577383345666,0.803687704929906,NA
"NODE_19_length_6440_cov_0.938865_3",0.512107779869078,0.83235788213698,3.51399211995722,0.236869592680565,0.812757960268335,NA
"NODE_19_length_6440_cov_0.938865_4",0,NA,NA,NA,NA,NA
"NODE_19_length_6440_cov_0.938865_5",0,NA,NA,NA,NA,NA
"NODE_19_length_6440_cov_0.938865_6",0.351846983641315,-1.95614150863212,4.0338658029349,-0.484929743376417,0.62772618301685,NA
"NODE_19_length_6440_cov_0.938865_7",0,NA,NA,NA,NA,NA
"NODE_20_length_6363_cov_2.084102_1",0.327052423776992,1.80756911766694,4.03827768212521,0.44760892141416,0.654435463414904,NA
"NODE_20_length_6363_cov_2.084102_2",0,NA,NA,NA,NA,NA
"NODE_20_length_6363_cov_2.084102_3",0,NA,NA,NA,NA,NA
"NODE_20_length_6363_cov_2.084102_4",0,NA,NA,NA,NA,NA
"NODE_20_length_6363_cov_2.084102_5",0,NA,NA,NA,NA,NA
"NODE_20_length_6363_cov_2.084102_6",0,NA,NA,NA,NA,NA
"NODE_20_length_6363_cov_2.084102_7",0,NA,NA,NA,NA,NA
"NODE_21_length_6299_cov_2.878252_1",0,NA,NA,NA,NA,NA
"NODE_21_length_6299_cov_2.878252_2",120.410579744132,-1.17086475551485,0.24314805387408,-4.81543955157957,1.46876222069055e-06,3.95088831990224e-05
"NODE_22_length_6250_cov_1.308078_1",0,NA,NA,NA,NA,NA
"NODE_22_length_6250_cov_1.308078_2",0.184956197185025,-1.04974663723977,4.0804728567969,-0.257261026866332,0.79697727618518,NA
"NODE_22_length_6250_cov_1.308078_3",3.26653489624845,0.523845002621589,1.25290345174266,0.418104844306218,0.675870463271806,0.876864906011144
"NODE_22_length_6250_cov_1.308078_4",0.694502135714389,1.50386178273156,2.89371606766848,0.519699150699072,0.603273278951233,NA
"NODE_22_length_6250_cov_1.308078_5",2.88142016380597,0.560723257466999,1.61415971147625,0.347377804984478,0.728307505444127,0.901032370870186
"NODE_22_length_6250_cov_1.308078_6",0,NA,NA,NA,NA,NA
"NODE_22_length_6250_cov_1.308078_7",14.3836141848559,-0.604964141997988,0.645299624200078,-0.937493405095205,0.348504814527455,0.677473380613255
"NODE_23_length_5963_cov_3.121732_1",0,NA,NA,NA,NA,NA
"NODE_23_length_5963_cov_3.121732_2",0.827058073807496,-0.673907272091162,2.91956845739643,-0.230824274862912,0.817451321806724,NA
"NODE_23_length_5963_cov_3.121732_3",0,NA,NA,NA,NA,NA
"NODE_23_length_5963_cov_3.121732_4",3.01017065623571,-1.06716145806691,1.3083562459043,-0.815650524394686,0.414700043656145,0.730084354736504
"NODE_23_length_5963_cov_3.121732_5",4.06806381254965,-0.0312557044887405,1.12731651639287,-0.0277257576148631,0.977880879991777,0.991053764925364
